is_home,team_fulltime_goals,team_win_bet365_probs,team_pre_rating,team_possession,team_total_shots,team_shots_on_target,team_passing_percent,team_clear_cut_chances,team_corners,team_offsides,team_fouls_committed,team_xg,opponent_fulltime_goals,opponent_win_bet365_probs,opponent_pre_rating,opponent_possession,opponent_total_shots,opponent_shots_on_target,opponent_passing_percent,opponent_clear_cut_chances,opponent_corners,opponent_offsides,opponent_fouls_committed,opponent_xg,fd_team_fulltime_goals,fd_team_win_bet365_probs,fd_team_total_shots,fd_team_shots_on_target,fd_team_shots_off_target,fd_team_clear_cut_chances,fd_team_xg,fd_opponent_fulltime_goals,fd_opponent_win_bet365_probs,fd_opponent_total_shots,fd_opponent_shots_on_target,fd_opponent_shots_off_target,fd_opponent_clear_cut_chances,fd_opponent_xg,fulltime_result
1.0,0,0.4,1812,53,14,4,79,3,6,1,16,0.6,1,0.23,1979,30,8,5,76,4,1,2,18,0.2,-2,-0.47,7,1,6,1,0.0,0,0.21000000000000002,1,3,-1,4,0.09999999999999987,0
1.0,2,0.17,2002,66,20,7,88,0,1,2,11,1.9,0,0.5,1833,58,15,5,84,1,7,1,9,2.1,0,-0.18,10,3,0,0,0.5,0,-0.22999999999999998,8,1,4,1,0.20000000000000007,1
1.0,1,0.22,1954,43,12,3,69,0,3,1,21,1.3,0,0.43,1857,46,16,3,79,0,6,3,16,0.3,-1,0.36000000000000004,4,1,2,-1,0.30000000000000004,-1,-0.32000000000000006,8,0,7,0,0.2999999999999998,2
1.0,2,0.5,1968,29,10,5,65,3,1,1,22,0.6,1,0.18,2200,56,19,9,77,7,14,3,5,1.1,2,0.37000000000000005,-2,2,0,2,0.7,1,-0.08,9,9,2,7,1.9,0
1.0,1,0.05,2314,60,16,6,88,2,2,6,7,1.0,1,0.65,1997,57,23,9,82,1,5,0,17,0.4,-3,0.09,-1,-2,3,-1,-0.7,0,-0.13999999999999999,12,2,10,1,0.40000000000000013,2
1.0,1,0.23,1812,46,14,2,80,1,3,0,18,1.5,1,0.4,1980,41,10,4,76,1,2,0,12,1.3,1,-0.33999999999999997,1,-1,-6,-1,-0.30000000000000004,-1,0.06,2,-1,1,0,-0.5999999999999999,0
1.0,0,0.24,1961,60,11,6,89,1,4,3,9,1.1,1,0.4,1945,39,12,4,82,1,1,2,19,0.6,-1,0.14,0,3,0,0,0.09999999999999998,-1,0.37,-2,0,0,0,0.7999999999999999,1
1.0,0,0.38,1942,43,16,4,77,0,4,0,13,2.3,0,0.22,2045,70,15,1,82,1,7,6,10,3.2,-2,0.09000000000000002,3,0,2,-2,-0.8,0,-0.16000000000000003,7,-1,4,-1,0.6,0
1.0,1,0.26,1985,53,9,3,82,0,1,3,9,0.7,0,0.37,2022,39,12,2,80,1,5,0,22,0.4,1,0.14999999999999997,-4,0,-1,-1,-0.6000000000000001,-2,-0.04999999999999999,-6,-3,-2,-3,-3.0999999999999996,1
1.0,2,0.05,2210,58,7,5,81,2,5,4,15,0.9,0,0.68,1804,47,13,3,77,1,7,0,16,0.9,1,0.09999999999999999,-12,-4,-4,-5,-1.1999999999999997,0,0.16000000000000003,-1,-1,1,-2,-1.1,2
1.0,0,0.2,1995,35,10,3,82,0,3,2,16,0.9,1,0.46,1959,56,14,3,67,2,5,2,16,0.3,-1,0.49,-13,-6,-8,-1,-1.2000000000000002,0,-0.4600000000000001,2,0,2,2,0.0,2
1.0,1,0.14,1987,52,7,1,79,0,5,2,12,1.6,1,0.5,1797,51,13,4,82,0,8,3,14,2.1,0,-0.28,-1,-4,2,-4,-1.2,0,-0.15,-1,2,5,-1,0.30000000000000004,1
1.0,2,0.25,1948,29,7,4,71,1,1,5,20,0.8,0,0.37,1983,55,11,1,87,2,8,1,12,2.5,1,-0.10999999999999999,-5,0,-5,0,-0.7999999999999999,-1,-0.02999999999999997,2,-2,-2,2,0.19999999999999996,0
1.0,0,0.62,1852,43,4,2,58,1,2,7,17,1.1,2,0.06,2319,67,22,11,91,1,8,1,9,0.4,0,0.08000000000000002,-12,-1,-7,1,-1.0999999999999999,0,-0.07,10,5,-1,0,0.0,2
1.0,6,0.42,2064,51,20,9,84,2,4,1,18,2.4,1,0.17,2316,64,19,5,90,0,8,4,5,1.5,6,0.1,5,8,-4,1,2.0,0,-0.08,3,-1,-1,-2,-0.8,2
1.0,0,0.16,2024,44,11,2,84,0,6,2,12,1.1,3,0.46,1996,46,12,5,80,2,7,2,9,0.4,0,0.19999999999999998,-1,0,-3,-1,-0.6,1,-0.17,-8,-2,-2,2,0.8999999999999999,1
1.0,5,0.33,1995,48,11,7,79,2,4,3,12,1.7,0,0.32,1958,41,11,2,74,0,1,0,12,1.1,4,0.0,1,3,-2,1,0.5,-2,-0.06000000000000005,1,-3,1,-3,-1.2999999999999998,1
1.0,2,0.29,1909,32,7,6,78,3,2,1,16,0.8,2,0.33,1958,70,16,4,88,2,6,1,13,1.6,-1,0.35,-4,0,-4,1,-0.19999999999999996,2,-0.22000000000000003,5,-2,1,1,0.10000000000000009,0
1.0,3,0.22,1839,53,14,4,81,4,8,1,11,1.0,2,0.39,1923,48,19,11,85,2,8,2,5,0.8,3,0.25,-1,-1,-2,3,1.0,2,-0.12,3,7,-4,2,1.4999999999999998,2
1.0,2,0.32,1804,43,10,5,79,0,5,1,18,1.3,1,0.3,2001,46,9,5,75,1,4,1,9,1.5,1,0.27,-3,1,-3,0,0.6000000000000001,1,-0.45,-1,2,-1,1,0.5,1
1.0,0,0.37,1953,53,8,1,75,0,3,1,8,0.8,3,0.25,2089,40,16,7,82,2,5,3,16,2.0,-1,0.24000000000000002,-6,-2,-2,-2,-1.0,-3,0.19999999999999998,-4,-2,0,0,-0.8000000000000003,0
1.0,2,0.25,1980,56,16,6,83,1,8,6,12,1.3,1,0.36,2020,36,14,5,79,1,0,1,18,0.9,1,-0.09,9,5,3,1,1.4000000000000001,1,-0.21,3,3,4,1,0.7000000000000001,0
1.0,1,0.15,1969,64,14,6,87,1,1,1,14,1.7,2,0.5,1870,22,10,6,68,1,4,1,15,0.5,-1,0.09000000000000002,-2,2,1,-1,0.5,2,0.19,6,4,0,0,0.8,2
1.0,0,0.29,1802,41,8,1,85,1,3,2,14,1.5,0,0.33,1898,35,8,2,77,2,5,4,18,1.7,0,0.28,-5,-2,-5,0,0.30000000000000004,-2,-0.34,1,-4,4,-1,-0.7,1
1.0,3,0.13,2004,33,19,6,75,3,4,0,14,2.8,2,0.54,1849,64,20,6,87,1,8,2,17,0.8,3,0.10999999999999999,8,5,5,1,1.8,-1,-0.28,6,2,5,-3,-1.1,0
1.0,1,0.22,2000,63,9,3,88,0,2,2,7,0.5,1,0.41,1962,51,13,5,58,0,7,4,22,1.2,-2,0.29000000000000004,-3,-2,1,-2,-1.5,1,-0.18,2,3,0,0,0.5000000000000001,1
1.0,1,0.22,1936,29,8,2,61,1,3,3,18,1.4,0,0.41,1968,54,10,5,82,0,3,3,13,2.2,1,0.41000000000000003,-4,0,-4,0,0.09999999999999998,-2,0.10999999999999999,-6,-1,-3,-1,-0.30000000000000004,0
1.0,1,0.6,1982,52,13,2,69,0,4,0,19,1.1,0,0.09,2264,65,15,6,88,2,8,0,7,0.8,0,0.03999999999999998,-2,0,0,-1,-0.7999999999999999,0,0.04999999999999999,-6,3,-6,0,-0.30000000000000004,2
1.0,1,0.16,1966,47,12,4,67,1,9,1,15,1.1,2,0.5,1922,47,14,3,69,3,9,3,22,1.0,0,0.08999999999999997,-1,-1,1,1,0.09999999999999987,1,-0.15000000000000002,5,-1,10,2,0.8,0
1.0,1,0.23,1898,48,13,3,78,2,5,0,14,1.2,1,0.42,1940,63,16,2,80,0,6,1,16,1.7,1,0.040000000000000036,5,1,2,0,0.8999999999999999,1,-0.09000000000000002,8,1,6,0,0.5,0
1.0,0,0.22,1865,17,11,5,55,0,1,1,10,0.9,2,0.43,1807,52,11,5,84,0,5,1,13,0.4,-2,-0.12,1,-1,2,-1,-0.6000000000000001,0,-0.18,1,0,-1,0,-0.8,2
1.0,0,0.1,2221,34,8,3,79,2,6,1,17,0.6,1,0.62,1976,82,17,4,90,2,7,4,7,0.3,-3,0.36,-9,-2,-2,1,-0.09999999999999998,0,-0.18000000000000002,3,-2,-1,1,0.09999999999999987,2
1.0,2,0.25,1998,47,12,5,78,0,3,0,16,2.4,0,0.38,1990,61,26,7,85,2,7,0,17,1.5,1,0.09999999999999998,3,0,0,-1,0.6,-3,-0.24,7,1,3,-1,0.2999999999999998,2
1.0,3,0.13,2088,36,7,5,63,2,3,2,9,1.8,1,0.51,1996,52,8,2,72,0,3,3,13,0.7,0,-0.16999999999999998,-9,-2,-4,0,-0.3999999999999999,0,-0.24000000000000002,-1,-1,0,0,0.09999999999999998,2
1.0,1,0.45,2040,45,9,2,77,1,0,1,18,1.5,1,0.15,2314,70,20,8,84,4,5,2,9,0.4,0,0.19999999999999998,-5,-3,-3,0,-0.20000000000000007,0,-0.009999999999999995,11,3,4,4,2.8000000000000003,1
1.0,1,0.2,1865,38,9,3,75,0,2,3,12,0.8,1,0.44,1802,52,13,6,81,1,5,3,14,0.6,-1,0.32000000000000006,-11,-3,-6,-1,-0.19999999999999996,1,-0.39000000000000007,5,5,2,0,0.6,2
1.0,1,0.16,1991,47,12,5,80,1,8,1,9,0.9,1,0.47,1997,30,8,4,68,3,4,0,20,0.9,0,0.29000000000000004,4,3,-1,1,0.19999999999999996,0,0.22999999999999998,-5,2,-5,3,0.20000000000000007,0
1.0,1,0.09,2309,75,10,5,91,0,2,2,6,2.5,2,0.51,2093,52,12,3,84,3,8,2,14,2.2,0,0.09999999999999999,-10,-3,-5,-4,-2.8000000000000003,-1,-0.12,5,-2,7,1,-0.19999999999999996,2
1.0,0,0.04,2249,69,13,6,88,1,3,2,10,2.9,1,0.66,1936,45,12,3,68,0,2,2,18,2.0,0,-0.13,-2,0,-2,-1,-0.3999999999999999,-1,0.26,-2,0,-5,-3,-0.6000000000000001,0
1.0,1,0.12,2045,24,10,3,77,1,5,0,11,1.3,1,0.58,1871,35,13,4,68,1,6,5,12,1.0,0,0.09000000000000002,1,1,0,0,0.6,1,-0.28,2,-1,1,1,0.4,1
1.0,1,0.42,1980,44,13,6,84,1,3,2,8,1.9,1,0.24,2223,36,13,4,76,0,6,0,16,1.4,1,0.25,-13,-1,-8,-1,-1.2999999999999998,1,-0.30999999999999994,5,1,4,-2,-0.20000000000000007,1
1.0,0,0.14,1974,63,5,0,86,0,4,0,10,0.9,1,0.53,1871,42,9,3,76,1,6,5,9,0.4,-1,0.47,-12,-4,-2,-2,-1.4,0,-0.34,0,0,0,1,0.0,0
1.0,3,0.31,1952,48,12,4,65,2,9,0,17,1.9,1,0.32,1918,69,13,5,83,0,11,2,15,0.7,2,0.04999999999999999,-4,2,-6,2,0.8999999999999999,0,-0.44000000000000006,5,3,2,-1,0.4999999999999999,1
1.0,0,0.39,1796,57,11,1,80,1,2,1,13,0.4,3,0.24,2008,55,28,12,87,4,10,1,13,1.7,-1,0.15000000000000002,-2,-5,1,0,-0.9,1,-0.04999999999999999,16,7,5,4,0.8999999999999999,0
1.0,0,0.33,1801,64,6,2,82,1,4,2,12,0.4,0,0.29,1952,54,15,4,71,0,10,2,17,0.5,-2,0.10999999999999999,-5,-3,-1,1,-0.9,-1,-0.24999999999999997,3,0,0,-1,-0.09999999999999987,0
1.0,3,0.16,1986,30,6,3,65,1,0,0,19,0.6,2,0.48,1886,52,10,3,71,2,4,4,9,0.9,3,0.15999999999999998,-4,-2,-1,1,0.9000000000000001,1,-0.1,-3,0,-3,0,-0.5,1
1.0,1,0.37,1792,65,10,3,78,0,6,2,14,1.3,1,0.25,1922,39,6,3,60,1,2,5,13,1.3,1,-0.09999999999999998,4,1,0,-1,0.0,0,0.1,-7,-2,-2,1,-0.7,1
1.0,1,0.39,1886,36,6,2,75,1,6,4,10,1.1,2,0.26,2018,46,6,2,78,3,4,4,14,0.5,0,0.33,-3,-1,0,0,-0.4,-1,-0.010000000000000009,-22,-10,-4,-1,-0.7,1
1.0,1,0.29,1921,66,11,4,83,0,4,4,9,0.7,1,0.33,2040,58,18,4,83,1,11,2,9,0.5,0,-0.07,5,1,3,-1,0.6000000000000001,0,-0.33,8,1,4,0,-0.19999999999999996,1
1.0,1,0.12,2191,47,15,4,79,1,8,0,9,1.4,0,0.58,1981,54,14,8,81,0,7,3,14,0.3,0,0.13999999999999999,2,0,-3,1,0.7999999999999999,-3,-0.24999999999999997,8,5,1,-1,-1.6,2
1.0,0,0.24,1978,61,19,9,83,1,6,2,9,0.8,1,0.4,1948,60,18,6,73,1,8,6,7,1.7,-1,-0.35,7,4,2,0,0.20000000000000007,-2,-0.10999999999999999,6,2,2,-1,0.19999999999999996,2
1.0,0,0.19,1891,45,12,2,76,0,6,0,15,2.4,1,0.46,1793,33,11,3,76,1,5,0,14,1.6,-2,0.24999999999999997,2,-1,1,-2,-0.29999999999999993,0,0.03999999999999998,1,0,2,1,0.9,2
1.0,1,0.34,2010,38,9,2,74,1,2,0,12,1.9,1,0.29,1991,53,18,6,82,4,8,0,16,1.3,0,-0.13,1,-2,0,-2,-0.20000000000000007,0,0.03999999999999998,5,0,2,3,0.3999999999999999,2
1.0,2,0.27,1961,34,5,2,60,1,2,4,25,2.2,0,0.37,1977,63,20,4,88,0,9,3,7,0.5,2,0.12999999999999998,-10,-2,-4,1,-0.6000000000000001,0,-0.48,15,4,3,0,0.6000000000000001,2
1.0,2,0.06,2092,47,19,6,82,1,7,4,16,1.7,0,0.63,1786,53,10,2,81,0,6,1,21,0.8,0,0.38,7,3,0,-2,0.40000000000000013,0,-0.04999999999999999,-1,1,-2,-1,-0.19999999999999996,2
1.0,0,0.53,1865,57,21,6,82,1,2,2,14,1.3,2,0.16,2197,61,14,4,84,0,10,3,10,0.4,-1,-0.16999999999999998,14,1,10,1,0.3999999999999999,1,-0.12,-1,0,2,-1,0.0,1
1.0,1,0.05,2225,46,15,4,84,2,2,4,14,2.2,1,0.62,1894,55,15,2,86,1,5,5,16,0.9,0,0.35000000000000003,-18,-8,-4,1,-0.7999999999999998,0,-0.14,9,0,7,0,0.7000000000000001,2
1.0,0,0.12,2039,47,11,3,73,2,2,5,22,2.3,2,0.58,1902,44,14,6,80,3,4,3,11,0.3,-1,0.21000000000000002,-7,-1,-6,1,-0.8,2,-0.29,2,4,3,3,1.5,0
1.0,1,0.57,1793,55,14,5,81,1,7,2,16,1.6,5,0.08,2330,53,13,8,87,4,4,2,17,1.9,0,0.09000000000000002,3,2,2,0,0.30000000000000004,1,0.12,-10,-1,-6,1,0.5,0
1.0,0,0.18,1972,69,7,3,85,1,4,2,14,1.7,4,0.45,1987,39,10,6,64,0,2,1,9,2.1,0,0.22999999999999998,-13,-1,-3,1,-0.4,4,0.07999999999999999,-9,-3,-3,-1,-0.09999999999999998,1
1.0,0,0.22,1918,60,17,5,78,1,8,2,8,1.5,2,0.42,2011,47,19,6,74,2,8,1,11,0.6,-1,0.09000000000000002,-1,-1,4,0,-0.19999999999999996,1,-0.12999999999999995,10,4,7,1,0.9999999999999999,2
1.0,1,0.4,1784,37,11,2,72,1,2,5,14,1.3,2,0.23,1977,30,15,6,66,2,6,5,9,0.5,1,0.24,1,0,1,1,0.4,0,-0.019999999999999962,10,4,3,1,1.7000000000000002,1
1.0,0,0.32,1980,38,7,0,74,0,1,0,7,0.6,2,0.28,2094,62,14,4,82,3,4,2,9,0.4,0,0.41999999999999993,-7,-8,1,0,-0.3,0,-0.45,-5,-2,-1,2,-0.5000000000000002,1
1.0,1,0.13,1980,52,10,2,76,0,4,7,11,1.2,2,0.52,1957,42,9,4,72,3,3,0,12,0.5,0,-0.13,-8,-4,1,-4,-0.5999999999999999,0,-0.43000000000000005,3,2,0,2,-0.7,1
1.0,1,0.22,2003,44,10,3,79,0,2,4,16,1.5,0,0.43,1922,53,13,2,76,1,5,0,25,0.5,-1,0.020000000000000018,4,1,-1,-3,-1.2,-1,0.03999999999999998,2,-2,2,1,-0.6000000000000001,2
1.0,1,0.3,1960,41,13,2,76,1,5,2,10,1.3,0,0.3,1980,51,11,1,82,2,7,1,8,1.2,-1,0.29000000000000004,4,-2,2,-2,-0.8,0,-0.25999999999999995,4,1,0,2,0.3,0
1.0,1,0.1,2205,54,9,4,75,0,7,2,12,1.1,0,0.62,1917,58,10,2,81,1,1,2,13,1.9,-1,0.04000000000000001,-5,0,-3,0,-0.9999999999999999,0,0.14,-3,0,-3,0,-0.19999999999999996,2
1.0,1,0.32,1974,46,8,2,57,0,2,8,13,1.5,0,0.32,2038,53,27,9,82,2,11,3,14,2.2,-1,-0.04000000000000001,-7,-4,-1,-2,-1.7000000000000002,0,-0.21000000000000002,16,6,9,0,1.7999999999999998,0
1.0,1,0.23,1918,46,5,3,79,0,2,1,13,0.4,1,0.42,1871,45,8,3,71,0,4,0,18,1.1,-1,0.38999999999999996,-9,-3,-7,-3,-2.1,1,0.12000000000000005,-13,-3,-8,-1,-0.09999999999999987,1
1.0,0,0.26,1892,41,12,2,80,2,6,0,7,0.5,2,0.37,1928,72,22,7,83,0,12,0,11,1.1,-1,0.22999999999999998,-3,0,-4,1,-0.20000000000000007,2,-0.18000000000000002,5,2,-3,-1,-0.19999999999999996,1
1.0,1,0.18,2001,28,9,3,58,1,1,6,7,1.3,1,0.45,1787,53,18,7,62,1,10,7,18,0.9,-1,0.07999999999999996,-10,-3,-5,-1,-1.2999999999999998,0,-0.22999999999999998,7,5,-1,0,0.5,2
1.0,3,0.06,2326,69,10,5,87,4,1,2,11,3.8,3,0.61,1969,59,14,6,84,3,4,0,12,2.3,-2,-0.13,-3,-3,1,0,-1.1,3,-0.19,7,3,4,2,1.2,0
1.0,3,0.45,1989,40,15,8,77,3,4,5,11,0.9,2,0.14,2240,58,17,8,90,1,8,4,14,2.5,-1,0.21000000000000002,5,2,2,3,1.3,1,-0.34,2,4,-4,-1,0.10000000000000009,0
1.0,0,0.18,2097,48,8,1,81,0,7,4,17,4.1,1,0.46,2008,41,8,3,77,4,2,0,15,0.8,-2,0.22000000000000003,-6,-3,-2,-3,-1.2999999999999998,0,-0.04000000000000001,-2,0,2,4,1.0,2
1.0,2,0.35,1792,30,11,5,77,1,3,4,23,2.3,1,0.26,1974,58,23,4,80,1,5,2,14,0.9,1,0.10999999999999993,-3,0,0,0,0.0,0,-0.15999999999999998,13,2,8,1,-0.10000000000000009,1
1.0,0,0.25,1875,40,11,2,72,2,6,4,13,0.9,2,0.4,2004,50,13,5,72,2,5,2,20,0.4,-1,-0.11000000000000004,3,-1,0,2,-0.19999999999999996,1,-0.24,4,2,-1,1,0.7000000000000001,2
1.0,3,0.35,2207,51,9,3,77,1,12,0,8,0.2,3,0.27,2307,54,20,5,85,3,10,2,13,0.6,2,-0.06,0,-1,-2,1,0.7000000000000001,0,-0.020000000000000004,10,0,6,-1,1.9,1
1.0,0,0.51,1930,49,16,6,76,1,4,1,15,2.8,4,0.13,2249,48,14,5,85,3,1,2,13,1.1,-2,0.15,-6,-1,-2,1,-0.3999999999999999,2,0.09000000000000001,-3,-3,4,2,0.2999999999999998,2
1.0,1,0.25,1784,49,9,2,73,1,4,3,13,2.8,1,0.37,1942,47,17,2,79,1,6,3,17,1.0,0,0.04999999999999999,-9,-5,-2,0,-0.4,0,-0.22000000000000003,4,0,2,0,0.8,1
1.0,1,0.11,2049,62,7,3,79,4,4,3,8,1.9,2,0.56,1794,58,15,7,82,2,8,2,7,0.8,1,0.2,-20,-6,-8,2,-0.09999999999999964,0,-0.21999999999999997,4,2,-1,1,0.6999999999999997,2
1.0,2,0.22,1915,48,6,5,78,2,2,1,15,0.6,0,0.42,1963,37,17,3,65,2,6,7,23,2.0,2,0.19,-4,3,-4,1,1.4,-1,0.09,9,1,8,2,1.0,1
1.0,1,0.15,2003,48,14,7,81,0,3,2,10,2.4,0,0.52,1914,59,5,0,82,0,0,0,13,2.2,0,0.24000000000000002,6,4,0,-4,-0.7,-1,-0.35,0,-3,4,0,0.10000000000000003,0
1.0,2,0.24,1972,41,11,5,81,1,4,8,12,0.9,4,0.38,1988,46,15,8,83,4,5,2,11,0.9,1,0.13,-12,1,-10,0,-0.29999999999999993,1,0.43,1,2,-2,1,0.5999999999999999,2
1.0,3,0.19,1998,52,15,4,80,2,4,4,12,1.9,2,0.43,1980,51,16,4,85,1,5,5,19,0.5,3,-0.020000000000000018,4,3,0,0,0.6,-1,0.0,1,-4,1,-2,-1.2000000000000002,2
1.0,0,0.36,1790,49,13,3,81,1,5,4,14,1.2,3,0.26,1957,39,14,8,70,5,5,4,17,1.0,-2,0.21000000000000008,-2,-4,0,-1,-1.4999999999999998,3,0.14,-2,2,-1,4,1.6999999999999997,2
1.0,1,0.28,1964,35,16,2,62,2,2,5,12,1.4,1,0.39,1981,60,18,10,85,1,8,3,16,1.1,1,0.09999999999999998,-1,-1,-5,0,0.5,0,-0.31000000000000005,4,3,-2,1,1.5999999999999999,2
1.0,0,0.27,1887,50,13,5,79,0,6,3,15,1.7,1,0.38,1886,48,13,6,72,1,5,3,10,1.7,0,0.30999999999999994,4,4,-5,0,0.19999999999999996,1,-0.16999999999999998,2,4,0,-1,-0.20000000000000007,0
1.0,0,0.39,1993,51,7,2,71,0,3,2,13,1.0,1,0.22,2088,49,17,9,78,1,8,2,15,1.7,-2,0.22000000000000003,-6,-3,0,-2,-0.9,-1,-0.07999999999999999,-6,-1,-5,-5,-2.8,1
1.0,1,0.25,1987,63,13,6,91,1,4,0,13,1.3,2,0.38,2005,48,15,8,82,3,6,4,12,1.3,-3,-0.22999999999999998,-2,-2,-1,-3,-1.4,-1,-0.10999999999999999,0,4,-3,1,0.7,2
1.0,2,0.32,1940,50,5,3,72,1,2,5,8,1.9,1,0.29,1922,65,8,4,76,1,2,3,10,1.1,1,0.07,-12,1,-5,0,-0.30000000000000004,-1,-0.4,2,-1,1,-1,-1.2999999999999998,2
1.0,4,0.31,1915,32,14,5,75,0,6,1,13,1.7,3,0.35,1980,41,14,5,70,1,7,1,17,0.9,3,0.13,1,-1,1,-1,0.7999999999999999,2,-0.13999999999999996,-2,3,-5,-1,-0.6000000000000001,1
1.0,1,0.09,2206,56,17,3,84,2,9,0,16,2.7,1,0.63,1984,45,10,3,71,1,2,1,21,1.4,0,-0.18999999999999997,14,2,6,1,1.4000000000000001,1,-0.010000000000000009,3,1,1,1,0.6,2
1.0,0,0.53,1972,58,8,2,77,2,4,0,16,1.1,2,0.12,2316,61,15,7,91,1,11,3,9,2.9,-1,0.24000000000000002,-10,-8,0,1,-1.2999999999999998,1,-0.2,7,5,2,0,0.4,0
1.0,0,0.25,2045,40,7,2,83,2,2,3,10,1.2,1,0.36,2088,54,14,3,75,3,5,4,14,1.7,-3,0.42000000000000004,-6,-8,1,0,-1.0999999999999999,0,0.12,-3,-6,6,2,0.3999999999999999,1
1.0,0,0.17,1981,38,12,2,85,1,1,2,17,1.6,2,0.46,1968,59,12,5,80,3,4,6,14,2.0,-2,0.35,-1,-6,1,-1,0.20000000000000007,1,-0.28,6,3,3,2,1.7999999999999998,0
1.0,1,0.13,1999,57,6,4,83,1,6,2,18,1.7,1,0.51,1792,36,5,2,57,1,1,3,15,1.2,0,-0.13,-7,-2,-2,0,0.4,1,-0.20000000000000007,-8,-1,-3,0,0.3999999999999999,2
1.0,0,0.17,1939,63,13,5,73,1,4,6,12,4.2,3,0.45,1955,46,17,7,76,1,2,3,11,2.2,-3,-0.25,-1,-3,1,-4,-1.7999999999999998,1,-0.04999999999999999,12,4,6,0,0.8999999999999999,1
1.0,0,0.14,2007,42,6,4,82,2,4,2,18,2.4,2,0.56,1872,67,21,6,87,2,6,1,5,1.0,-2,0.19,-9,-4,0,-1,-0.5999999999999999,2,-0.29999999999999993,8,1,7,2,1.0,0
1.0,0,0.21,1927,54,11,3,79,1,6,2,15,2.1,1,0.43,1950,44,13,3,81,0,2,1,8,0.2,-1,0.06999999999999998,3,-1,1,0,0.5000000000000001,-2,0.0,-3,-8,4,-3,-0.7000000000000002,2
1.0,3,0.19,1981,47,14,7,81,5,1,4,10,1.2,1,0.45,1914,66,17,5,75,2,7,2,12,0.7,1,0.31000000000000005,2,2,2,2,-0.2999999999999998,-3,-0.07,3,0,3,2,0.0,1
1.0,1,0.25,1981,33,6,2,60,2,2,0,13,0.4,1,0.4,1991,67,23,5,88,2,11,2,9,0.8,-2,0.06999999999999995,-8,-3,0,1,-0.4999999999999999,1,-0.24,17,1,10,0,1.0999999999999999,2
1.0,1,0.05,2206,54,5,4,81,1,6,3,10,1.2,0,0.6,1788,39,14,5,80,0,9,1,20,0.7,-1,-0.03,-8,0,-6,1,-0.4,-1,0.15000000000000002,9,3,4,-1,0.0,2
1.0,2,0.53,1888,32,10,6,65,3,6,1,16,0.8,3,0.16,2203,47,12,5,71,2,5,1,20,1.9,0,0.29000000000000004,-11,0,-7,1,-0.7,2,-0.07,-5,2,-3,0,1.1,0
1.0,0,0.28,1965,44,15,3,84,0,11,3,16,0.6,2,0.34,1993,60,8,3,87,3,2,7,14,1.7,0,0.14,7,1,7,-2,0.0,1,-0.12,2,-1,1,2,0.3999999999999999,0
1.0,0,0.4,1754,45,11,4,76,1,11,4,12,4.2,2,0.24,1978,52,13,3,79,2,6,7,12,1.7,0,0.13,3,1,3,0,0.0,2,-0.41999999999999993,1,1,2,1,0.5,1
1.0,4,0.54,1957,40,14,4,71,4,3,3,7,1.0,4,0.07,2314,55,17,9,85,4,4,4,10,3.7,1,0.13,-3,-3,-3,3,0.30000000000000027,2,0.04999999999999999,2,2,-2,3,1.9,0
1.0,1,0.11,2100,45,11,3,76,2,4,1,17,2.1,0,0.54,1942,49,3,1,78,0,0,0,15,1.0,0,0.13999999999999999,-3,0,-7,-1,0.0,-1,-0.09000000000000002,-10,-2,-4,0,-1.3,2
1.0,0,0.34,1979,52,13,3,72,1,5,0,15,0.5,1,0.29,1935,51,25,10,78,0,11,3,17,0.3,-1,0.24,3,0,3,0,0.3999999999999999,1,-0.07999999999999999,14,7,3,-1,1.0,1
1.0,0,0.31,1936,49,7,2,80,1,3,0,12,1.4,1,0.34,1988,28,9,2,54,0,2,2,24,0.6,0,0.11000000000000004,4,1,1,1,0.8,0,-0.09999999999999998,3,0,5,-2,-0.5,1
1.0,0,0.17,1984,71,9,4,82,1,3,6,14,1.1,0,0.49,1975,45,11,2,66,0,5,2,16,0.8,-1,0.26,-14,-1,-8,-1,-1.5999999999999999,0,-0.29,-2,-1,-1,-1,-0.8999999999999999,0
1.0,0,0.17,1939,54,6,3,68,0,3,3,13,1.1,2,0.49,1884,55,8,2,79,1,9,0,16,0.6,-1,0.07999999999999999,-19,-7,-3,0,-1.8,0,-0.030000000000000027,-2,-4,3,-2,-0.19999999999999996,1
1.0,3,0.09,2207,44,14,5,78,1,3,4,13,1.0,1,0.65,1947,33,10,3,77,0,0,4,23,0.8,0,0.07,2,0,0,-1,-0.8000000000000003,1,-0.25,-5,0,-4,0,-0.5000000000000001,2
1.0,5,0.04,2321,56,16,9,88,7,3,4,9,1.4,0,0.67,1977,80,15,2,90,0,10,0,11,0.6,1,-0.04999999999999999,-1,0,4,3,0.8000000000000003,-3,-0.27,1,-5,0,-5,-0.8,2
1.0,3,0.18,2011,66,12,5,86,1,4,1,10,1.5,1,0.45,1938,55,18,6,74,0,4,5,11,2.3,1,0.21000000000000002,4,2,2,-2,0.0,-3,0.13999999999999999,-14,-1,-9,-4,-2.6,1
1.0,1,0.1,2057,44,11,4,68,3,2,3,15,3.2,2,0.57,1757,55,29,12,78,1,13,1,12,2.3,0,0.06,-5,-2,2,2,0.9000000000000001,2,-0.19999999999999996,18,8,2,0,3.0,2
